"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"3987","동물위탁관리업","02_03_10_P","4050000","563000004820180045","20181016","","01","영업/정상","0000","정상","","","","","031-283-0049","0","","경기도 용인시 기흥구 언남동 ***-*","경기도 용인시 기흥구 구성로 ***, *층 (언남동)","16915","야옹아멍멍해봐(용인)","20220426185054","I","2022-07-02 17:34:28.0","","211280.160052263","421110.618830358","동물위탁관리업","동물위탁관리업","000","0",
"3988","동물위탁관리업","02_03_10_P","4050000","563000004820180048","20181017","","01","영업/정상","0000","정상","","","","","031-274-3575","0","","경기도 용인시 기흥구 구갈동 ***","경기도 용인시 기흥구 강남동로 **, *층 (구갈동)","16979","제일종합동물병원","20220426185054","I","2022-07-02 17:34:28.0","","211385.205640712","418818.433466908","동물위탁관리업","동물위탁관리업","000","0",
"3989","동물위탁관리업","02_03_10_P","4050000","563000004820180050","20181017","","01","영업/정상","0000","정상","","","","","031-893-6119","0","","경기도 용인시 기흥구 보라동 ***-*","경기도 용인시 기흥구 민속촌로 *, B*층 (보라동)","17074","보라종합동물병원","20220426185054","I","2022-07-02 17:34:28.0","","209316.957557293","417010.299150419","동물위탁관리업","동물위탁관리업","000","0",
"3990","동물위탁관리업","02_03_10_P","4050000","563000004820180054","20181022","","01","영업/정상","0000","정상","","","","","031-215-7975","0","","경기도 용인시 기흥구 영덕동 ***-*","경기도 용인시 기흥구 흥덕*로**번길 ** (영덕동)","16954","Dr.j 동물병원","20220426185054","I","2022-07-02 17:34:28.0","","206306.301931615","419313.955217649","동물위탁관리업","동물위탁관리업","000","0",
"3991","동물위탁관리업","02_03_10_P","4050000","563000004820180056","20181023","","01","영업/정상","0000","정상","","","","","031-265-7505","0","","경기도 용인시 기흥구 보정동 ****-*","경기도 용인시 기흥구 죽현로 **, ***호 (보정동)","16898","튼튼동물병원","20220426185054","I","2022-07-02 17:34:28.0","","210023.446060573","424170.299430871","동물위탁관리업","동물위탁관리업","000","0",
"3992","동물위탁관리업","02_03_10_P","4050000","563000004820180058","20181024","","01","영업/정상","0000","정상","","","","","031-287-9700","0","","경기도 용인시 기흥구 언남동 ***-* 채러티디벨로퍼(주)","경기도 용인시 기흥구 구성로 ***, 채러티디벨로퍼(주) (언남동)","16918","기흥동물병원","20220426185054","I","2022-07-02 17:34:28.0","","210696.021462022","421283.214082481","동물위탁관리업","동물위탁관리업","000","0",
"3993","동물위탁관리업","02_03_10_P","4050000","563000004820180061","20181031","","01","영업/정상","0000","정상","","","","","031-217-7119","0","","경기도 용인시 기흥구 영덕동 ***-*","경기도 용인시 기흥구 흥덕중앙로 **, ***호 (영덕동)","16953","흥덕종합동물병원","20220426185054","I","2022-07-02 17:34:28.0","","206466.716479313","419395.75263478","동물위탁관리업","동물위탁관리업","000","0",
"3994","동물위탁관리업","02_03_10_P","4050000","563000004820180068","20181105","","01","영업/정상","0000","정상","","","","","","0","","경기도 용인시 기흥구 공세동 ***-*","경기도 용인시 기흥구 공세로**번길 **, *층 (공세동)","17085","멍스토리","20220426185054","I","2022-07-02 17:34:28.0","","209837.201685893","414496.761338587","동물위탁관리업","동물위탁관리업","000","0",
"3995","동물위탁관리업","02_03_10_P","4050000","563000004820180070","20181106","","01","영업/정상","0000","정상","","","","","","0","","경기도 용인시 기흥구 구갈동 ***","경기도 용인시 기흥구 용구대로****번길 **, ***호 (구갈동)","16971","다다쿤(DADACOON)","20220426185054","I","2022-07-02 17:34:28.0","","209673.10300926","419730.964268917","동물위탁관리업","동물위탁관리업","000","0",
"3996","동물위탁관리업","02_03_10_P","4050000","563000004820180077","20181122","","01","영업/정상","0000","정상","","","","","031-285-6334","0","","경기도 용인시 기흥구 상갈동 ***-**","경기도 용인시 기흥구 신갈로 ** (상갈동)","17067","현대동물병원","20220426185055","I","2022-07-02 17:34:28.0","","209303.075635532","418498.689311197","동물위탁관리업","동물위탁관리업","000","0",
"3997","동물위탁관리업","02_03_10_P","4050000","563000004820190002","20190114","","01","영업/정상","0000","정상","","","","","031-548-4480","0","","경기도 용인시 기흥구 신갈동 **-*","경기도 용인시 기흥구 중부대로 ***, *층 (신갈동)","17064","24시 쓰담쓰담 동물메디컬센터","20220426185055","I","2022-07-02 17:34:28.0","","209458.417382847","418814.940008458","동물위탁관리업","동물위탁관리업","000","0",
"3998","동물위탁관리업","02_03_10_P","4050000","563000004820190006","20190321","","01","영업/정상","0000","정상","","","","","031-204-1833","0","","경기도 용인시 기흥구 서천동 ***","경기도 용인시 기흥구 예현로 **, *층 ***호 (서천동)","17103","바니이발소","20220426185055","I","2022-07-02 17:34:28.0","","205777.695282028","415760.17292436","동물위탁관리업","동물위탁관리업","000","0",
"3999","동물위탁관리업","02_03_10_P","4050000","563000004820190010","20190410","","01","영업/정상","0000","정상","","","","","031-274-4730","0","","경기도 용인시 기흥구 상하동 ***-*","경기도 용인시 기흥구 강남동로***번길 *, *층 (상하동)","16981","퍼피몽","20220426185055","I","2022-07-02 17:34:28.0","","212109.879668289","418980.255017835","동물위탁관리업","동물위탁관리업","000","0",
"4000","동물위탁관리업","02_03_10_P","4050000","563000004820190015","20190503","","01","영업/정상","0000","정상","","","","","031-283-1357","0","","경기도 용인시 기흥구 보정동 ****-*** 이마트트레이더스 구성점","경기도 용인시 기흥구 용구대로 ****, 이마트트레이더스 구성점 *층 (보정동)","16907","웰니스클리닉동물병원","20220426185055","I","2022-07-02 17:34:28.0","","209243.130924377","422569.155928461","동물위탁관리업","동물위탁관리업","000","0",
"4001","동물위탁관리업","02_03_10_P","4050000","564000004820180061","20181030","","01","영업/정상","0000","정상","","","","","0318984300","0","","경기도 용인시 수지구 풍덕천동 ***-**","경기도 용인시 수지구 포은대로 *** (풍덕천동)","16834","하임동물병원","20220426185105","I","2022-07-02 17:34:28.0","","208812.779174878","424478.133884225","동물위탁관리업","동물위탁관리업","000","0",
"4002","동물위탁관리업","02_03_10_P","4050000","564000004820180066","20181220","","01","영업/정상","0000","정상","","","","","","0","","경기도 용인시 수지구 상현동 ****-*","경기도 용인시 수지구 광교호수로***번길 *-*, *층 (상현동)","16940","갱스터도그","20220426185106","I","2022-07-02 17:34:28.0","","207036.923181518","421768.870454162","동물위탁관리업","동물위탁관리업","000","0",
"4003","동물위탁관리업","02_03_10_P","4050000","564000004820190007","20190710","","01","영업/정상","0000","정상","","","","","","0","","경기도 용인시 수지구 신봉동 ***","경기도 용인시 수지구 신봉*로 **-**, 지하*층 (신봉동)","16812","큐티멍","20220426185107","I","2022-07-02 17:34:28.0","","206204.10452769","425262.7479296","동물위탁관리업","동물위탁관리업","000","0",
"4004","동물위탁관리업","02_03_10_P","4050000","564000004820190011","20190828","","01","영업/정상","0000","정상","","","","","","0","","경기도 용인시 수지구 성복동 ** 성복역롯데캐슬골드타운","경기도 용인시 수지구 성복*로 **, 지하*층 (성복동, 성복역롯데캐슬골드타운)","16847","웰니스 동물병원","20220426185107","I","2022-07-02 17:34:28.0","","207318.042334319","423419.669053528","동물위탁관리업","동물위탁관리업","000","0",
"4005","동물위탁관리업","02_03_10_P","4050000","564000004820200004","20200213","","01","영업/정상","0000","정상","","","","","031-272-8575","0","","경기도 용인시 수지구 성복동 *** KCC스위첸 *층 ***, ***호","경기도 용인시 수지구 성복*로 **, *층 ***, ***호 (성복동, KCC스위첸)","16852","수지성복SL동물병원","20220426185107","I","2022-07-02 17:34:28.0","","206350.365239216","423711.191611431","동물위탁관리업","동물위탁관리업","000","0",
"4006","동물위탁관리업","02_03_10_P","4050000","564000004820200008","20200330","","01","영업/정상","0000","정상","","","","","031-261-9734","0","","경기도 용인시 수지구 성복동 *** 드림캐슬 B**호","경기도 용인시 수지구 성복*로***번길 *, B**호 (성복동, 드림캐슬)","16806","JUST DOG","20220426185108","I","2022-07-02 17:34:28.0","","205267.430252812","424175.16724643","동물위탁관리업","동물위탁관리업","000","0",
"4007","동물위탁관리업","02_03_10_P","4050000","564000004820200009","20200421","","01","영업/정상","0000","정상","","","","","","0","","경기도 용인시 수지구 죽전동 ****-* 에이스프라자 ***호","경기도 용인시 수지구 현암로 ***, 에이스프라자 ***호 (죽전동)","16876","마인드몽","20220426185108","I","2022-07-02 17:34:28.0","","211235.125420596","425548.544723489","동물위탁관리업","동물위탁관리업","000","0",
"4008","동물위탁관리업","02_03_10_P","4050000","564000004820200010","20200518","","01","영업/정상","0000","정상","","","","","","0","","경기도 용인시 수지구 성복동 ***-** 성복서희스타힐스애비뉴 ***호","경기도 용인시 수지구 성복*로 **, *층 ***호 (성복동, 성복서희스타힐스애비뉴)","16852","리틀몽","20220426185108","I","2022-07-02 17:34:28.0","","206267.61503999","423737.185395342","동물위탁관리업","동물위탁관리업","000","0",
"4009","동물위탁관리업","02_03_10_P","4050000","564000004820210018","20211112","","01","영업/정상","0000","정상","","","","","031-897-7577","0","","경기도 용인시 수지구 죽전동 ****-* 베스트프라자","경기도 용인시 수지구 현암로 ***, 베스트프라자 *층 (죽전동)","16876","서울앤탑 동물병원","20220426185109","I","2022-07-02 17:34:28.0","","210956.33216878","425555.733967826","동물위탁관리업","동물위탁관리업","000","0",
"4010","동물위탁관리업","02_03_10_P","4050000","564000004820210019","20211221","","01","영업/정상","0000","정상","","","","","031-546-5975","0","","경기도 용인시 수지구 죽전동 ***-*","경기도 용인시 수지구 용구대로 ****(죽전동)","16868","용인죽전 24시 스카이동물메디컬센터","20220426185109","I","2022-07-02 17:34:28.0","","209622.408782498","425429.741180177","동물위탁관리업","동물위탁관리업","000","0",
"4011","동물위탁관리업","02_03_10_P","4050000","564000004820210021","20211230","","01","영업/정상","0000","정상","","","","","","0","","경기도 용인시 수지구 성복동 **-* 골드프라자*","경기도 용인시 수지구 성복*로 **, 골드프라자* B***호 (성복동)","16860","워리워리","20220426185110","I","2022-07-02 17:34:28.0","","207127.809490885","423202.488935002","동물위탁관리업","동물위탁관리업","000","0",
"4012","동물위탁관리업","02_03_10_P","4050000","564000004820220003","20220310","","01","영업/정상","0000","정상","","","","","031-889-1119","0","","경기도 용인시 수지구 죽전동 ****-* 우성메디피아","경기도 용인시 수지구 현암로 ***, 우성메디피아 ***호 (죽전동)","16876","멍블리스","20220426185110","I","2022-07-02 17:34:28.0","","211077.352261458","425555.730516816","동물위탁관리업","동물위탁관리업","000","0",
"4013","동물위탁관리업","02_03_10_P","4210000","421000004820080001","20080429","","01","영업/정상","0000","정상","","","","","","0","","강원도 동해시 천곡동 **** *층 *호","강원도 동해시 중앙로 ***, *층 *호 (천곡동)","25768","서울애견","20220428180838","I","2022-07-02 17:34:28.0","","386879.049337903","448558.059133199","동물위탁관리업","동물위탁관리업","000","0",
"4014","동물위탁관리업","02_03_10_P","4210000","421000004820150001","20150130","","01","영업/정상","0000","정상","","","","","","0","","강원도 동해시 효가동 ***-**","강원도 동해시 지양길 * (효가동)","25802","애견마을","20220428180838","I","2022-07-02 17:34:28.0","","386417.655126031","445480.33539415","동물위탁관리업","동물위탁관리업","000","0",
"4015","동물위탁관리업","02_03_10_P","4210000","421000004820170003","20170907","","01","영업/정상","0000","정상","","","","","","0","","강원도 동해시 발한동 **-**","강원도 동해시 발한로 *** (발한동)","25720","개구멍","20220428180839","I","2022-07-02 17:34:28.0","","386230.893029612","451846.570977001","동물위탁관리업","동물위탁관리업","000","0",
"4016","동물위탁관리업","02_03_10_P","4210000","421000004820180003","20180828","","01","영업/정상","0000","정상","","","","","","0","","강원도 동해시 구미동 ***-* *층","강원도 동해시 대동로 ***-*, *층 (구미동)","25813","우리집 똥강아쥐","20220428180839","I","2022-07-02 17:34:28.0","","388074.382844798","444301.821387712","동물위탁관리업","동물위탁관리업","000","0",
"4017","동물위탁관리업","02_03_10_P","4210000","421000004820180006","20200302","","01","영업/정상","0000","정상","","","","","","0","","강원도 동해시 천곡동 **** 골든타워 ***호","강원도 동해시 대학로 **, 골든타워 ***호 (천곡동)","25768","모모몽 애견까페","20220428180839","I","2022-07-02 17:34:28.0","","386777.564549238","448726.867366243","동물위탁관리업","동물위탁관리업","000","0",
"4018","동물위탁관리업","02_03_10_P","4210000","421000004820180007","20180919","","01","영업/정상","0000","정상","","","","","","0","","강원도 동해시 천곡동 ****-**","강원도 동해시 한섬로 ** (천곡동)","25766","애견천국","20220428180839","I","2022-07-02 17:34:28.0","","386310.715147841","448512.760828739","동물위탁관리업","동물위탁관리업","000","0",
"4019","동물위탁관리업","02_03_10_P","4210000","421000004820180009","20181109","","01","영업/정상","0000","정상","","","","","","0","","강원도 동해시 천곡동 *** 태영 ***-*호","강원도 동해시 중앙로 ***, 태영 ***-*호 (천곡동)","25777","복댕이","20220428180839","I","2022-07-02 17:34:28.0","","387279.574465614","447985.540223046","동물위탁관리업","동물위탁관리업","000","0",
"4020","동물위탁관리업","02_03_10_P","4210000","421000004820180010","20181130","","01","영업/정상","0000","정상","","","","","","0","","강원도 동해시 북평동 ***-*","강원도 동해시 전천로 ***-** (북평동)","25814","삐삐라떼","20220428180840","I","2022-07-02 17:34:28.0","","387180.712749574","444269.330642865","동물위탁관리업","동물위탁관리업","000","0",
"4021","동물위탁관리업","02_03_10_P","4210000","421000004820190001","20190708","","01","영업/정상","0000","정상","","","","","","0","","강원도 동해시 발한동 *-*","강원도 동해시 중앙시장길 *-* (발한동)","25715","개편한 세상","20220428180840","I","2022-07-02 17:34:28.0","","386331.856073205","451896.809327694","동물위탁관리업","동물위탁관리업","000","0",
"4022","동물위탁관리업","02_03_10_P","4210000","421000004820190002","20190902","","01","영업/정상","0000","정상","","","","","","0","","강원도 동해시 쇄운동 **-* *동 ***호","강원도 동해시 청운로 **, *동 ***호 (쇄운동)","25807","CUTE DOG(큐티독)","20220428180840","I","2022-07-02 17:34:28.0","","385928.561297145","444888.317643481","동물위탁관리업","동물위탁관리업","000","0",
"4023","동물위탁관리업","02_03_10_P","4210000","421000004820210005","20211206","","01","영업/정상","0000","정상","","","","","","0","","강원도 동해시 부곡동 **-*","강원도 동해시 발한로 **(부곡동)","25733","우리 강아지","20220701164211","U","2022-07-03 02:40:00.0","","385836.622503573","450243.502002881","동물위탁관리업","동물위탁관리업","000","0",
"4024","동물위탁관리업","02_03_10_P","4220000","422000004820180003","20180503","","01","영업/정상","0000","정상","","","","","","0","","강원도 태백시 황지동 ***-*","강원도 태백시 태백로 **** (황지동)","26039","캣독카페","20220428180830","I","2022-07-02 17:34:28.0","","376795.392395646","407686.437412683","동물위탁관리업","동물위탁관리업","000","0",
"4025","동물위탁관리업","02_03_10_P","4220000","422000004820180006","20181214","","01","영업/정상","0000","정상","","","","","033-552-3328","0","","강원도 태백시 황지동 **-**","강원도 태백시 황지로 *** (황지동)","26015","강아지와 고양이","20220428180830","I","2022-07-02 17:34:28.0","","376850.651865794","409529.047138027","동물위탁관리업","동물위탁관리업","000","0",
"4026","동물위탁관리업","02_03_10_P","4220000","422000004820180008","20181224","","01","영업/정상","0000","정상","","","","","033-553-4940","0","","강원도 태백시 황지동 ***-**","강원도 태백시 상장로 **-* (황지동)","26039","몽글몽글 애견카페","20220428180830","I","2022-07-02 17:34:28.0","","376742.416843762","407269.284772867","동물위탁관리업","동물위탁관리업","000","0",
"4027","동물위탁관리업","02_03_10_P","4220000","422000004820220001","20220607","","01","영업/정상","0000","정상","","","","","","0","","강원도 태백시 황지동 ***-**","강원도 태백시 엄나무정*길 *(황지동)","26005","써니 SCHOOL","20220607103636","I","2022-07-02 17:34:28.0","","375716.632605606","410528.907439189","동물위탁관리업","동물위탁관리업","000","0",
"4028","동물위탁관리업","02_03_10_P","4060000","406000004820220012","20220228","","01","영업/정상","0000","정상","","","","","","0","","경기도 파주시 목동동 ****-*","경기도 파주시 산내로*번길 **-**, *층 (목동동)","10900","헤이뚜뚜","20220428181015","I","2022-07-02 17:34:28.0","","176895.671086693","468926.557200277","동물위탁관리업","동물위탁관리업","000","0",
"4029","동물위탁관리업","02_03_10_P","4060000","406000004820220013","20220513","","01","영업/정상","0000","정상","","","","","","0","","경기도 파주시 산남동 ***-*","경기도 파주시 산남로 **-**(산남동)","10882","IVY DOG CLUB(아이비독클럽)","20220513092355","I","2022-07-02 17:34:28.0","","172691.702749952","466853.224249412","동물위탁관리업","동물위탁관리업","000","0",
"4030","동물위탁관리업","02_03_10_P","4060000","406000004820220014","20220610","","01","영업/정상","0000","정상","","","","","","0","","경기도 파주시 목동동 ****-*","경기도 파주시 교하로***번길 **(목동동)","10900","독트레이닝온","20220610141852","I","2022-07-02 17:34:28.0","","177082.466954798","469100.564308274","동물위탁관리업","동물위탁관리업","000","0",
"4031","동물위탁관리업","02_03_10_P","4060000","406000004820220015","20220622","","01","영업/정상","0000","정상","","","","","","0","","경기도 파주시 다율동 *","경기도 파주시 해올*길 **, 공감빌딩 ***호 (다율동)","10865","콩몽이네","20220622140229","I","2022-07-02 17:34:28.0","","","","동물위탁관리업","동물위탁관리업","000","0",
"4032","동물위탁관리업","02_03_10_P","4070000","407000004820220001","20220208","","01","영업/정상","0000","정상","","","","","","0","","경기도 이천시 호법면 유산리 ***-*","경기도 이천시 호법면 이섭대천로 ***-**","17393","Y537호텔","20220428180924","I","2022-07-02 17:34:28.0","","238770.712003896","415847.309051183","동물위탁관리업","동물위탁관리업","000","0",
"4033","동물위탁관리업","02_03_10_P","4070000","407000004820220005","20220310","","01","영업/정상","0000","정상","","","","","","0","","경기도 이천시 부발읍 송온리 ***","경기도 이천시 부발읍 황무로****번길 ***-**","17405","에스테르 독스 케어 하우스","20220428180925","I","2022-07-02 17:34:28.0","","246532.898891721","417261.186044896","동물위탁관리업","동물위탁관리업","000","0",
"4034","동물위탁관리업","02_03_10_P","4070000","407000004820220006","20220512","","01","영업/정상","0000","정상","","","","","","0","","경기도 이천시 마장면 관리 ***-**","경기도 이천시 마장면 마도로***번길 **","17382","레이지독","20220512103002","I","2022-07-02 17:34:28.0","","230985.432554028","419849.554522349","동물위탁관리업","동물위탁관리업","000","0",
"4035","동물위탁관리업","02_03_10_P","3080000","308000004820180009","20180530","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 강북구 수유동 ***-**","서울특별시 강북구 한천로***길 ** (수유동)","01055","나라 앤 송이 애견샵","20220428181041","I","2022-07-02 17:34:28.0","","202341.076106916","460073.889503256","동물위탁관리업","동물위탁관리업","000","0",
"4036","동물위탁관리업","02_03_10_P","3080000","308000004820180014","20180607","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 강북구 수유동 ***-**","서울특별시 강북구 한천로 ****, *층 (수유동)","01043","꽃보다 개","20220428181041","I","2022-07-02 17:34:28.0","","201781.373358123","460166.629217976","동물위탁관리업","동물위탁관리업","000","0",
"4037","동물위탁관리업","02_03_10_P","3080000","308000004820180016","20180709","","01","영업/정상","0000","정상","","","","","02-987-9808","0","","서울특별시 강북구 미아동 ***-*** *층","서울특별시 강북구 오패산로**길 **, *층 (미아동)","01153","버블펫","20220428181041","I","2022-07-02 17:34:28.0","","202778.045524565","457972.165978227","동물위탁관리업","동물위탁관리업","000","0",
"4038","동물위탁관리업","02_03_10_P","3080000","308000004820180017","20180731","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 강북구 미아동 ***-***","서울특별시 강북구 도봉로**길 **, *층 (미아동)","01162","펫시터(애견호텔)라울레미 하우스","20220428181041","I","2022-07-02 17:34:28.0","","202730.349495528","457804.17618464","동물위탁관리업","동물위탁관리업","000","0",
"4039","동물위탁관리업","02_03_10_P","3080000","308000004820180018","20180731","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 강북구 미아동 ****-*","서울특별시 강북구 솔샘로 ***, *층 (미아동)","01193","솔샘펫","20220428181041","I","2022-07-02 17:34:28.0","","201502.608880391","457502.103585976","동물위탁관리업","동물위탁관리업","000","0",
"4040","동물위탁관리업","02_03_10_P","3080000","308000004820180022","20180920","","01","영업/정상","0000","정상","","","","","02-903-7582","0","","서울특별시 강북구 수유동 **-** 리안스페이스","서울특별시 강북구 노해로 **, 리안스페이스 *층 (수유동)","01077","24시 수유 바른펫 동물의료센터","20220428181041","I","2022-07-02 17:34:28.0","","201895.657015169","459898.768983751","동물위탁관리업","동물위탁관리업","000","0",
"4041","동물위탁관리업","02_03_10_P","3080000","308000004820180025","20181001","","01","영업/정상","0000","정상","","","","","02-907-1565","0","","서울특별시 강북구 수유동 **-**","서울특별시 강북구 덕릉로 ** (수유동)","01081","위드벳홀딩스 주식회사","20220428181041","I","2022-07-02 17:34:28.0","","201926.504610044","459160.763596008","동물위탁관리업","동물위탁관리업","L00","0",
"4042","동물위탁관리업","02_03_10_P","3080000","308000004820180028","20181002","","01","영업/정상","0000","정상","","","","","02-984-7588","0","","서울특별시 강북구 미아동 ***-* 위브 테라스 파크","서울특별시 강북구 삼양로**길 **, 위브 테라스 파크 ***호 (미아동)","01197","H 동물병원","20220428181041","I","2022-07-02 17:34:28.0","","201598.511376716","457357.306972319","동물위탁관리업","동물위탁관리업","000","0",
"4043","동물위탁관리업","02_03_10_P","3080000","308000004820190001","20190110","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 강북구 미아동 ****-*","서울특별시 강북구 솔샘로 ***, *층 (미아동)","01193","솔샘펫","20220428181041","I","2022-07-02 17:34:28.0","","201502.608880391","457502.103585976","동물위탁관리업","동물위탁관리업","000","0",
"4044","동물위탁관리업","02_03_10_P","3100000","310000004820190024","20191203","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 노원구 상계동 ***-* 명석빌딩 ***호","서울특별시 노원구 동일로 ****, 명석빌딩 ***호 (상계동)","01756","도그마루 노원점","20220428181112","I","2022-07-02 17:34:28.0","","205426.093098282","460800.073453941","동물위탁관리업","동물위탁관리업","000","0",
"4045","동물위탁관리업","02_03_10_P","3100000","310000004820190026","20191218","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 노원구 상계동 ***-*","서울특별시 노원구 노원로**길 **, 지하층 (상계동)","01704","개과천선","20220428181112","I","2022-07-02 17:34:28.0","","206072.196075789","461392.857010755","동물위탁관리업","동물위탁관리업","000","0",
"4046","동물위탁관리업","02_03_10_P","3100000","310000004820200004","20200326","","01","영업/정상","0000","정상","","","","","02-935-0326","0","","서울특별시 노원구 중계동 ***-* 우리유치원","서울특별시 노원구 한글비석로 ***, 우리유치원 *층 ***호 (중계동)","01713","나나펫(NaNaPet)","20220428181112","I","2022-07-02 17:34:28.0","","206789.631130422","461170.160899225","동물위탁관리업","동물위탁관리업","000","0",
"4047","동물위탁관리업","02_03_10_P","3100000","310000004820200011","20200915","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 노원구 상계동 ***-* ***호","서울특별시 노원구 동일로***길 **, ***호 (상계동)","01764","독스미스","20220428181113","I","2022-07-02 17:34:28.0","","205010.693617522","460642.099051133","동물위탁관리업","동물위탁관리업","000","0",
"4048","동물위탁관리업","02_03_10_P","3100000","310000004820200012","20201106","","01","영업/정상","0000","정상","","","","","02-951-0907","0","","서울특별시 노원구 상계동 ***-* 명지프라자빌딩 ***호","서울특별시 노원구 동일로 ****, 명지프라자빌딩 ***호 (상계동)","01763","아이엠독","20220428181113","I","2022-07-02 17:34:28.0","","205337.11898304","460895.319692049","동물위탁관리업","동물위탁관리업","000","0",
"4049","동물위탁관리업","02_03_10_P","3100000","310000004820200014","20201118","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 노원구 상계동 *** **단지종합상가 ***호","서울특별시 노원구 동일로 ****, **단지종합상가 ***호 (상계동)","01620","애견미용 견출지 노원점","20220428181113","I","2022-07-02 17:34:28.0","","204962.052697783","462608.538123171","동물위탁관리업","동물위탁관리업","000","0",
"4050","동물위탁관리업","02_03_10_P","3100000","310000004820200017","20201201","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 노원구 상계동 ****-* 영빌딩 *층","서울특별시 노원구 동일로***길 ***, 영빌딩 *층 (상계동)","01626","개와커피가썸타는날(개썸커피)","20220428181113","I","2022-07-02 17:34:28.0","","205358.673911961","463606.782949743","동물위탁관리업","동물위탁관리업","000","0",
"4051","동물위탁관리업","02_03_10_P","3100000","310000004820210002","20210203","","01","영업/정상","0000","정상","","","","","02-978-4775","0","","서울특별시 노원구 중계동 ***-* 건영옴니백화점 *층","서울특별시 노원구 섬밭로 ***, 건영옴니백화점 *층 (중계동)","01779","웰리스동물병원","20220428181114","I","2022-07-02 17:34:28.0","","205645.891969072","459609.012509743","동물위탁관리업","동물위탁관리업","000","0",
"4052","동물위탁관리업","02_03_10_P","3100000","310000004820210007","20210420","","01","영업/정상","0000","정상","","","","","02-6012-2040","0","","서울특별시 노원구 상계동 ***-*** *층","서울특별시 노원구 한글비석로**길 **, *층 (상계동)","01660","댕댕스토리","20220428181114","I","2022-07-02 17:34:28.0","","206457.220648257","462381.007631042","동물위탁관리업","동물위탁관리업","000","0",
"4053","동물위탁관리업","02_03_10_P","3100000","310000004820210016","20211223","","01","영업/정상","0000","정상","","","","","02-971-5955","0","","서울특별시 노원구 공릉동 ***-*","서울특별시 노원구 동일로 ****, *층 (공릉동)","01848","골드퍼피 애견유치원","20220428181115","I","2022-07-02 17:34:28.0","","206545.196334567","457590.694794253","동물위탁관리업","동물위탁관리업","000","0",
"4054","동물위탁관리업","02_03_10_P","3150000","315000004820180026","20180831","","01","영업/정상","0000","정상","","","","","2603-0075","0","","서울특별시 강서구 화곡동 ****-* 삼광빌딩","서울특별시 강서구 강서로 ***, 삼광빌딩 *층 (화곡동)","07706","미소동물의료센터","20220428181043","I","2022-07-02 17:34:28.0","","185511.135083459","449194.730763375","동물위탁관리업","동물위탁관리업","000","0",
"4055","동물위탁관리업","02_03_10_P","3150000","315000004820180032","20200527","","01","영업/정상","0000","정상","","","","","26648275","0","","서울특별시 강서구 내발산동 ***-**","서울특별시 강서구 강서로 ***, *층 (내발산동)","07680","우장산동물의료센터","20220428181044","I","2022-07-02 17:34:28.0","","185490.394238292","449861.780286583","동물위탁관리업","동물위탁관리업","000","0",
"4056","동물위탁관리업","02_03_10_P","3150000","315000004820180034","20180910","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 강서구 염창동 ***-**","서울특별시 강서구 양천로 ***, *층 (염창동)","07544","염창제일동물병원","20220428181044","I","2022-07-02 17:34:28.0","","188426.376682991","450097.964880696","동물위탁관리업","동물위탁관리업","000","0",
"4057","동물위탁관리업","02_03_10_P","3150000","315000004820180038","20180910","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 강서구 화곡동 ***-*","서울특별시 강서구 곰달래로 ***, *층 (화곡동)","07785","우산쓴고양이","20220428181044","I","2022-07-02 17:34:28.0","","187813.225821865","447777.206346537","동물위탁관리업","동물위탁관리업","L00","0",
"4058","동물위탁관리업","02_03_10_P","3150000","315000004820180040","20180910","","01","영업/정상","0000","정상","","","","","26527515","0","","서울특별시 강서구 화곡동 ***-** 신진통상빌딩","서울특별시 강서구 등촌로 **, 신진통상빌딩 (화곡동)","07741","서울플러스 종합 동물병원","20220428181044","I","2022-07-02 17:34:28.0","","187845.607491496","448071.203005256","동물위탁관리업","동물위탁관리업","000","0",
"4059","동물위탁관리업","02_03_10_P","3150000","315000004820180044","20180913","","01","영업/정상","0000","정상","","","","","36657975","0","","서울특별시 강서구 등촌동 ***-* 경왕빌딩","서울특별시 강서구 공항대로 ***, 경왕빌딩 지하*층 (등촌동)","07590","아프리카펫센터","20220428181044","I","2022-07-02 17:34:28.0","","186227.878853386","450670.194627189","동물위탁관리업","동물위탁관리업","000","0",
